locus_tag,start,stop,strand,gene_name,old_locus_tag,gene_product,COG,uniprot
STM14_5089,4467142,4468059,+,malM,,maltose regulon periplasmic protein,Function unknown,A0A0F6BA76
STM14_5090,4468240,4468737,+,ubiC,,chorismate pyruvate lyase,Coenzyme transport and metabolism,A0A0F6BA77
STM14_5091,4468751,4469623,+,ubiA,,4-hydroxybenzoate octaprenyltransferase,Coenzyme transport and metabolism,A0A0F6BA78
STM14_5092,4469722,4472142,-,plsB,,glycerol-3-phosphate acyltransferase,Lipid transport and metabolism,A0A0F6BA79
STM14_5093,4472313,4472681,+,dgkA,,diacylglycerol kinase,Cell wall/membrane/envelope biogenesis,A0A0F6BA80
STM14_5094,4472790,4473398,+,lexA,,LexA repressor,Transcription,A0A0F6BA81
STM14_5095,4473577,4474902,+,dinF,,DNA-damage-inducible SOS response protein,Defense mechanisms,A0A0F6BA82
STM14_5096,4474899,4475012,+,STM14_5096,,putative cytoplasmic protein,No COG annotation,A0A0F6BA83
STM14_5097,4475031,4475243,+,yjbJ,,putative stress-response protein,Function unknown,A0A0F6BA84
STM14_5098,4475342,4475857,-,zur,,zinc uptake transcriptional repressor,Inorganic ion transport and metabolism,A0A0F6BA85
STM14_5099,4476104,4477414,+,STM14_5099,,conjugative transfer protein,Function unknown,A0A0F6BA86
STM14_5100,4477502,4478500,+,yjbN,,tRNA-dihydrouridine synthase A,"Translation, ribosomal structure and biogenesis",A0A0F6BA87
STM14_5101,4478537,4478704,+,STM14_5101,,hypothetical protein,No COG annotation,A0A0F6BA88
STM14_5102,4478668,4478910,+,pspG,,phage shock protein G,Function unknown,A0A0F6BA89
STM14_5103,4479085,4480068,-,qor,,quinone oxidoreductase%2C NADPH-dependent,Energy production and conversion,A0A0F6BA90
STM14_5104,4480133,4481548,+,dnaB,,replicative DNA helicase,Nucleotide transport and metabolism,A0A0F6BA91
STM14_5105,4481580,4482659,+,alr,,alanine racemase,Amino acid transport and metabolism,A0A0F6BA92
STM14_5106,4482683,4484038,+,tyrB,,aromatic amino acid aminotransferase,Amino acid transport and metabolism,A0A0F6BA93
STM14_5107,4484225,4484938,+,aphA,,acid phosphatase/phosphotransferase,Function unknown,A0A0F6BA94
STM14_5108,4485067,4485483,+,yjbQ,,putative cytoplasmic protein,Function unknown,A0A0F6BA95
STM14_5109,4485486,4485842,+,yjbR,,putative cytoplasmic protein,Function unknown,A0A0F6BA96
STM14_5110,4485843,4486181,-,STM14_5110,,putative inner membrane protein,No COG annotation,A0A0F6BA97
STM14_5111,4486168,4486623,-,STM14_5111,,putative outer membrane lipoprotein,No COG annotation,A0A0F6BA98
STM14_5112,4486755,4489580,-,uvrA,,excinuclease ABC subunit A,"Replication, recombination and repair",A0A0F6BA99
STM14_5113,4489545,4489661,+,STM14_5113,,putative cytoplasmic protein,No COG annotation,A0A0F6BAA0
STM14_5114,4489705,4490358,+,ssb,,single-strand DNA-binding protein,"Replication, recombination and repair",A0A0F6BAA1
STM14_5115,4490374,4490565,-,STM14_5115,,hypothetical protein,No COG annotation,A0A0F6BAA2
STM14_5116,4490568,4490723,+,STM14_5116,,hypothetical protein,No COG annotation,A0A0F6BAA3
STM14_5117,4491399,4492031,+,STM14_5117,,hypothetical protein,No COG annotation,A0A0F6BAA4
STM14_5118,4492028,4493416,+,STM14_5118,,putative methyl-accepting chemotaxis protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6BAA5
STM14_5119,4493406,4494725,+,STM14_5119,,putative ABC exporter outer membrane component,Cell wall/membrane/envelope biogenesis,A0A0F6BAA6
STM14_5120,4494722,4495999,+,STM14_5120,,cation efflux pump,Cell wall/membrane/envelope biogenesis,A0A0F6BAA7
STM14_5121,4496016,4512695,+,STM14_5121,,putative inner membrane protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0F6BAA8
STM14_5122,4512735,4514801,+,STM14_5122,,putative ABC-type bacteriocin/lantibiotic exporter,Defense mechanisms,A0A0F6BAA9
STM14_5123,4515079,4515360,-,yjcB,,putative inner membrane protein,Function unknown,A0A0F6BAB0
STM14_5124,4515420,4515557,+,STM14_5124,,hypothetical protein,No COG annotation,A0A0F6BAB1
STM14_5125,4515741,4515845,-,STM14_5125,,hypothetical protein,No COG annotation,A0A0F6BAB2
STM14_5126,4515923,4517524,+,yjcC,,putative diguanylate cyclase/phosphodiesterase,Signal transduction mechanisms,A0A0F6BAB3
STM14_5127,4517512,4517835,-,soxS,,DNA-binding transcriptional regulator SoxS,Transcription,A0A0F6BAB4
STM14_5128,4517922,4518380,+,soxR,,redox-sensing transcriptional activator,Transcription,A0A0F6BAB5
STM14_5129,4518503,4518631,-,STM14_5129,,hypothetical protein,No COG annotation,A0A0F6BAB6
STM14_5130,4518673,4519341,+,STM14_5130,,putative glutathione S-transferase,"Post-translational modification, protein turnover,and chaperones",A0A0F6BAB7
STM14_5131,4519322,4519456,-,STM14_5131,,hypothetical protein,No COG annotation,A0A0F6BAB8
STM14_5132,4519489,4519611,-,STM14_5132,,hypothetical protein,No COG annotation,A0A0F6BAB9
STM14_5133,4519688,4521037,+,yjcD,,hypothetical protein,Function unknown,A0A0F6BAC0
STM14_5134,4521030,4521188,-,STM14_5134,,hypothetical protein,No COG annotation,A0A0F6BAC1
STM14_5135,4521187,4522833,+,yjcE,,Na/H transport protein,Inorganic ion transport and metabolism,A0A0F6BAC2
STM14_5136,4522928,4523815,-,STM14_5136,,putative transcriptional regulator,Transcription,A0A0F6BAC3
STM14_5137,4523814,4524329,+,STM14_5137,,LrgA family protein,Function unknown,A0A0F6BAC4
STM14_5138,4524322,4525011,+,STM14_5138,,putative inner membrane protein,Cell wall/membrane/envelope biogenesis,A0A0F6BAC5
STM14_5139,4525050,4526699,-,actP,,acetate permease,Inorganic ion transport and metabolism,A0A0F6BAC6
STM14_5140,4526696,4527085,-,yjcH,,putative inner membrane protein,Function unknown,A0A0F6BAC7
STM14_5141,4527256,4529214,-,acs,,acetyl-CoA synthetase,Nucleotide transport and metabolism,A0A0F6BAC8
STM14_5142,4529401,4529547,+,STM14_5142,,putative cytoplasmic protein,No COG annotation,A0A0F6BAC9
STM14_5143,4529646,4531082,+,nrfA,,cytochrome c nitrite reductase,Energy production and conversion,A0A0F6BAD0
STM14_5144,4531194,4531760,+,nrfB,,cytochrome c-type protein NrfB,Inorganic ion transport and metabolism,A0A0F6BAD1
STM14_5145,4531757,4532428,+,nrfC,,putative formate-dependent nitrite reductase,Energy production and conversion,A0A0F6BAD2
STM14_5146,4532425,4533381,+,nrfD,,putative formate-dependent nitrate reductase,Inorganic ion transport and metabolism,A0A0F6BAD3
STM14_5147,4533374,4535596,+,nrfE,,formate-dependent nitrite reductase,"Post-translational modification, protein turnover,and chaperones",A0A0F6BAD4
STM14_5148,4535593,4536213,+,nrfG,,formate-dependent nitrite reductase complex subunit NrfG,"Post-translational modification, protein turnover,and chaperones",A0A0F6BAD5
STM14_5149,4536353,4536481,-,STM14_5149,,hypothetical protein,No COG annotation,A0A0F6BAD6
STM14_5150,4536377,4536649,+,STM14_5150,,hypothetical protein,No COG annotation,A0A0F6BAD7
STM14_5151,4536558,4537868,+,gltP,,glutamate/aspartate:proton symporter,Energy production and conversion,A0A0F6BAD8
STM14_5152,4537849,4538022,+,STM14_5152,,hypothetical protein,No COG annotation,A0A0F6BAD9
STM14_5153,4538026,4538715,-,yjcO,,TPR repeat-containing protein,Function unknown,A0A0F6BAE0
STM14_5154,4538728,4538883,-,STM14_5154,,hypothetical protein,No COG annotation,A0A0F6BAE1
STM14_5155,4538892,4541039,-,fdhF,,formate dehydrogenase,Energy production and conversion,A0A0F6BAE2
STM14_5156,4541394,4542302,-,lpxO,,putative dioxygenase,"Post-translational modification, protein turnover,and chaperones",A0A0F6BAE3
STM14_5157,4542560,4543102,-,phnO,,aminoalkylphosphonic acid N-acetyltransferase,Transcription,A0A0F6BAE4
STM14_5158,4543146,4543589,-,phnB,,hypothetical protein,Function unknown,A0A0F6BAE5
STM14_5159,4543709,4544044,-,phnA,,hypothetical protein,Inorganic ion transport and metabolism,A0A0F6BAE6
STM14_5160,4544189,4544284,+,STM14_5160,,hypothetical protein,No COG annotation,A0A0F6BAE7
STM14_5161,4544512,4546014,+,proP,,proline/glycine betaine transporter,Amino acid transport and metabolism,A0A0F6BAE8
STM14_5162,4546069,4546173,+,STM14_5162,,hypothetical protein,No COG annotation,A0A0F6BAE9
STM14_5163,4546181,4547251,-,basS,,sensor protein BasS/PmrB,Signal transduction mechanisms,A0A0F6BAF0
STM14_5164,4547261,4547929,-,basR,,DNA-binding transcriptional regulator BasR,Transcription,A0A0F6BAF1
STM14_5165,4547926,4549569,-,yjdB,,putative cell division protein,Function unknown,A0A0F6BAF2
STM14_5166,4549703,4551040,-,yjdE,,arginine:agmatin antiporter,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6BAF3
STM14_5167,4551180,4551941,-,adiY,,transcriptional activator,Transcription,A0A0F6BAF4
STM14_5168,4552110,4552238,+,STM14_5168,,hypothetical protein,No COG annotation,A0A0F6BAF5
STM14_5169,4552239,4554509,-,adi,,catabolic arginine decarboxylase,Amino acid transport and metabolism,A0A0F6BAF6
STM14_5170,4554739,4555815,-,melR,,DNA-binding transcriptional regulator MelR,Transcription,A0A0F6BAF7
STM14_5171,4555940,4557295,+,melA,,alpha-galactosidase,Carbohydrate transport and metabolism,A0A0F6BAF8
STM14_5172,4557379,4558809,+,melB,,melibiose:sodium symporter,Carbohydrate transport and metabolism,A0A0F6BAF9
STM14_5173,4558907,4560553,-,fumB,,fumarase B,Energy production and conversion,A0A0F6BAG0
STM14_5174,4560649,4561989,-,dcuB,,anaerobic C4-dicarboxylate transporter,Function unknown,A0A0F6BAG1
STM14_5175,4562136,4562402,-,STM14_5175,,putative cytoplasmic protein,No COG annotation,A0A0F6BAG2
STM14_5176,4562719,4563438,-,dcuR,,DNA-binding transcriptional activator DcuR,Transcription,A0A0F6BAG3
STM14_5177,4563435,4565066,-,dcuS,,sensory histidine kinase DcuS,Signal transduction mechanisms,A0A0F6BAG4
STM14_5178,4565422,4567851,+,STM14_5178,,putative anaerobic dimethylsulfoxide reductase subunit A,Energy production and conversion,A0A0F6BAG5
STM14_5179,4567865,4568491,+,STM14_5179,,putative anaerobic dimethylsulfoxide reductase subunit B,Energy production and conversion,A0A0F6BAG6
STM14_5180,4568484,4569257,+,STM14_5180,,putative anaerobic dimethylsulfoxide reductase subunit C,Function unknown,A0A0F6BAG7
STM14_5181,4569273,4569926,+,STM14_5181,,putative anaerobic dehydrogenase component,Function unknown,A0A0F6BAG8
STM14_5182,4570010,4571410,-,STM14_5182,,hypothetical protein,Function unknown,A0A0F6BAG9
STM14_5183,4571436,4571549,+,STM14_5183,,hypothetical protein,No COG annotation,A0A0F6BAH0
STM14_5184,4571714,4572619,+,STM14_5184,,putative inner membrane protein,Function unknown,A0A0F6BAH1
STM14_5185,4572913,4573182,-,STM14_5185,,hypothetical protein,No COG annotation,A0A0F6BAH2
STM14_5186,4573190,4573405,-,STM14_5186,,putative cytoplasmic protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0F6BAH3
STM14_5187,4573428,4573715,-,STM14_5187,,putative regulatory protein,Transcription,A0A0F6BAH4
STM14_5188,4573712,4574587,-,STM14_5188,,putative DNA-binding protein,Transcription,A0A0F6BAH5
STM14_5189,4574725,4574850,+,STM14_5189,,hypothetical protein,No COG annotation,A0A0F6BAH6
STM14_5190,4574852,4575073,-,STM14_5190,,putative cytoplasmic protein,No COG annotation,A0A0F6BAH7
STM14_5191,4575390,4575683,+,STM14_5191,,hypothetical protein,Function unknown,A0A0F6BAH8
STM14_5192,4575680,4576171,+,STM14_5192,,putative acetyltransferase,Function unknown,A0A0F6BAH9
STM14_5193,4576419,4577171,-,phoN,,non-specific acid phosphatase,Cell wall/membrane/envelope biogenesis,A0A0F6BAI0
STM14_5194,4578381,4578758,-,STM14_5194,,ethyl tert-butyl ether degradation EthD,Function unknown,A0A0F6BAI1
STM14_5195,4578830,4579162,+,STM14_5195,,putative regulatory protein,Transcription,A0A0F6BAI2
STM14_5196,4579152,4579388,-,STM14_5196,,hypothetical protein,No COG annotation,A0A0F6BAI3
STM14_5198,4579601,4580176,-,yjdC,,putative transcriptional regulator,Transcription,A0A0F6BAI4
STM14_5199,4580213,4581916,-,dipZ,,thiol:disulfide interchange protein precursor,Energy production and conversion,A0A0F6BAI5
STM14_5200,4581892,4582239,-,cutA,,divalent-cation tolerance protein CutA,Inorganic ion transport and metabolism,A0A0F6BAI6
STM14_5201,4582360,4583661,-,dcuA,,anaerobic C4-dicarboxylate transporter,Function unknown,A0A0F6BAI7
STM14_5202,4583776,4585212,-,aspA,,aspartate ammonia-lyase,Amino acid transport and metabolism,A0A0F6BAI8
STM14_5203,4585245,4585367,-,STM14_5203,,hypothetical protein,Amino acid transport and metabolism,A0A0F6BAI9
STM14_5204,4585553,4586029,+,fxsA,,FxsA,Function unknown,A0A0F6BAJ0
STM14_5205,4586088,4587329,-,yjeH,,inner membrane protein YjeH,Amino acid transport and metabolism,A0A0F6BAJ1
STM14_5206,4587425,4587898,+,groES,,co-chaperonin GroES,"Post-translational modification, protein turnover,and chaperones",A0A0F6BAJ2
STM14_5207,4587942,4589588,+,groEL,,chaperonin GroEL,"Post-translational modification, protein turnover,and chaperones",A0A0F6BAJ3
STM14_5208,4589666,4589833,-,STM14_5208,,hypothetical protein,No COG annotation,A0A0F6BAJ4
STM14_5209,4589814,4590185,+,yjeI,,putative outer membrane lipoprotein,Function unknown,A0A0F6BAJ5
STM14_5210,4590233,4591090,-,yjeJ,,putative inner membrane protein,Function unknown,A0A0F6BAJ6
STM14_5211,4591089,4591223,+,STM14_5211,,hypothetical protein,No COG annotation,A0A0F6BAJ7
STM14_5212,4591232,4591378,-,STM14_5212,,hypothetical protein,No COG annotation,A0A0F6BAJ8
STM14_5213,4591372,4592400,-,yjeK,,putative aminomutase,Energy production and conversion,A0A0F6BAJ9
STM14_5214,4592441,4593007,+,efp,,elongation factor P,"Translation, ribosomal structure and biogenesis",A0A0F6BAK0
STM14_5215,4593026,4593202,+,ecnA,,putative entericidin A precursor,Function unknown,A0A0F6BAK1
STM14_5216,4593310,4593456,+,ecnB,,entericidin B membrane lipoprotein,Function unknown,A0A0F6BAK2
STM14_5217,4593487,4594074,-,ecnR,,putative regulatory protein,Transcription,A0A0F6BAK3
STM14_5218,4594331,4594648,+,sugE,,quaternary ammonium compound-resistance protein SugE,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6BAK4
STM14_5219,4594665,4595198,-,blc,,outer membrane lipoprotein Blc,Cell wall/membrane/envelope biogenesis,A0A0F6BAK5
STM14_5220,4595310,4595669,-,frdD,,fumarate reductase subunit D,Energy production and conversion,A0A0F6BAK6
STM14_5221,4595680,4596075,-,frdC,,fumarate reductase subunit C,Energy production and conversion,A0A0F6BAK7
STM14_5222,4596086,4596820,-,frdB,,fumarate reductase iron-sulfur subunit,Energy production and conversion,A0A0F6BAK8
STM14_5223,4596813,4598603,-,frdA,,fumarate reductase flavoprotein subunit,Energy production and conversion,A0A0F6BAK9
STM14_5224,4598926,4599903,+,yjeA,,lysyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",A0A0F6BAL0
STM14_5225,4599983,4600087,+,STM14_5225,,hypothetical protein,No COG annotation,A0A0F6BAL1
STM14_5226,4600129,4601631,+,yjeM,,putative amino-acid transport protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6BAL2
STM14_5227,4601683,4601997,+,yjeO,,putative inner membrane protein,Function unknown,A0A0F6BAL3
STM14_5228,4602064,4605390,-,yjeP,,hypothetical protein,"Replication, recombination and repair",A0A0F6BAL4
STM14_5229,4605409,4606377,-,psd,,phosphatidylserine decarboxylase,Lipid transport and metabolism,A0A0F6BAL5
STM14_5230,4606469,4607521,-,yjeQ,,ribosome-associated GTPase,Function unknown,A0A0F6BAL6
STM14_5231,4607628,4608173,+,orn,,oligoribonuclease,RNA processing and modification,A0A0F6BAL7
STM14_5232,4608235,4608975,-,STM14_5232,,putative arginine-binding periplasmic protein,Amino acid transport and metabolism,A0A0F6BAL8
STM14_5236,4610060,4611199,-,yjeS,,putative FeS protein,Energy production and conversion,A0A0F6BAL9
STM14_5237,4611198,4612745,+,yjeF,,hypothetical protein,Coenzyme transport and metabolism,A0A0F6BAM0
STM14_5238,4612717,4613178,+,yjeE,,putative ATPase,Function unknown,A0A0F6BAM1
STM14_5239,4613195,4614514,+,amiB,,N-acetylmuramoyl-l-alanine amidase II,Cell wall/membrane/envelope biogenesis,A0A0F6BAM2
STM14_5240,4614524,4616380,+,mutL,,DNA mismatch repair protein,"Replication, recombination and repair",A0A0F6BAM3
STM14_5241,4616373,4617323,+,miaA,,tRNA delta(2)-isopentenylpyrophosphate transferase,Nucleotide transport and metabolism,A0A0F6BAM4
STM14_5242,4617406,4617714,+,hfq,,RNA-binding protein Hfq,"Translation, ribosomal structure and biogenesis",A0A0F6BAM5
STM14_5243,4617786,4619066,+,hflX,,putative GTPase HflX,Function unknown,A0A0F6BAM6
STM14_5244,4619281,4620540,+,hflK,,FtsH protease regulator HflK,"Post-translational modification, protein turnover,and chaperones",A0A0F6BAM7
STM14_5245,4620543,4621547,+,hflC,,FtsH protease regulator HflC,"Post-translational modification, protein turnover,and chaperones",A0A0F6BAM8
STM14_5246,4621626,4621823,+,yjeT,,putative inner membrane protein,Function unknown,A0A0F6BAM9
STM14_5247,4621703,4621933,+,STM14_5247,,hypothetical protein,No COG annotation,A0A0F6BAN0
STM14_5248,4621926,4623224,+,purA,,adenylosuccinate synthetase,Nucleotide transport and metabolism,A0A0F6BAN1
STM14_5249,4623431,4623856,+,yjeB,,transcriptional repressor NsrR,Transcription,A0A0F6BAN2
STM14_5250,4623894,4626332,+,vacB,,exoribonuclease R,"Translation, ribosomal structure and biogenesis",A0A0F6BAN3
STM14_5251,4626423,4627154,+,yjfH,,23S rRNA (guanosine-2'-O-)-methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0F6BAN4
STM14_5252,4627286,4627690,+,yjfI,,putative cytoplasmic protein,Function unknown,A0A0F6BAN5
STM14_5253,4627705,4628403,+,yjfJ,,putative phage shock protein A,Transcription,A0A0F6BAN6
STM14_5254,4628403,4629473,+,STM14_5254,,putative potassium channel,Inorganic ion transport and metabolism,A0A0F6BAN7
STM14_5255,4629446,4630129,+,yjfK,,putative cytoplasmic protein,Function unknown,A0A0F6BAN8
STM14_5256,4630147,4630545,+,yjfL,,putative inner membrane protein,Function unknown,A0A0F6BAN9
STM14_5257,4630555,4631193,+,yjfM,,putative inner membrane protein,Function unknown,A0A0F6BAP0
STM14_5258,4631196,4632359,+,yjfC,,putative glutathionylspermidine synthase,Amino acid transport and metabolism,A0A0F6BAP1
STM14_5259,4632426,4634066,+,aidB,,isovaleryl CoA dehydrogenase,Lipid transport and metabolism,A0A0F6BAP2
STM14_5260,4634111,4634431,-,yjfN,,putative inner membrane protein,Function unknown,A0A0F6BAP3
STM14_5261,4634517,4634846,-,yjfO,,putative lipoprotein,Function unknown,A0A0F6BAP4
STM14_5262,4635030,4635779,+,yjfP,,esterase,Function unknown,A0A0F6BAP5
STM14_5263,4635776,4636531,-,yjfQ,,transcriptional repressor UlaR,Transcription,A0A0F6BAP6
STM14_5264,4636636,4637700,-,yjfR,,putative L-ascorbate 6-phosphate lactonase,Function unknown,A0A0F6BAP7
STM14_5265,4638063,4639460,+,ulaA_3,,ascorbate-specific PTS system enzyme IIC,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6BAP8
STM14_5266,4639476,4639781,+,sgaB,,L-ascorbate-specific enzyme IIB component of PTS,Carbohydrate transport and metabolism,A0A0F6BAP9
STM14_5267,4639791,4640255,+,ptxA,,L-ascorbate-specific enzyme IIA component of PTS,Carbohydrate transport and metabolism,A0A0F6BAQ0
STM14_5268,4640269,4640919,+,ulaD,,3-keto-L-gulonate-6-phosphate decarboxylase,Nucleotide transport and metabolism,A0A0F6BAQ1
STM14_5269,4640929,4641783,+,sgaU,,L-xylulose 5-phosphate 3-epimerase,Carbohydrate transport and metabolism,A0A0F6BAQ2
