,gene_id,gene_ontology
5398,STM0440,electron transfer activity
5399,STM0440,cytochrome o ubiquinol oxidase complex
5400,STM0440,oxidoreduction-driven active transmembrane transporter activity
5401,STM0442,aerobic respiration
5402,STM0442,cytochrome bo3 ubiquinol oxidase activity
5403,STM0442,cytochrome-c oxidase activity
5404,STM0442,respiratory electron transport chain
5405,STM0442,electron transport coupled proton transport
5406,STM0442,integral component of plasma membrane
5407,STM0443,cytochrome-c oxidase activity
5408,STM0443,ATP synthesis coupled electron transport
5409,STM0446,"transcription, DNA-templated"
5410,STM0446,cytosol
5411,STM0454,acyl-CoA hydrolase activity
5413,STM0459,sequence-specific DNA binding
5414,STM0459,cytosol
5415,STM0459,response to amino acid
5416,STM0462,cytosol
5417,STM0462,enzyme regulator activity
5418,STM0462,ATP binding
5419,STM0462,regulation of nitrogen utilization
5420,STM0463,nitrogen utilization
5421,STM0463,integral component of plasma membrane
5422,STM0463,ammonium transmembrane transporter activity
5428,STM1286,peptidoglycan biosynthetic process
5429,STM1286,protein-macromolecule adaptor activity
5430,STM1286,cell outer membrane
5431,STM0477,transcription regulatory region sequence-specific DNA binding
5432,STM0477,DNA-binding transcription factor activity
5433,STM0477,"regulation of transcription, DNA-templated"
5434,STM0482,plasma membrane
5435,STM0500,plasma membrane
5436,STM0512,D-methionine transport
5437,STM0512,amino acid transport
5438,STM0512,plasma membrane
5442,STM2093,plasma membrane
5443,STM0591,integral component of plasma membrane
5444,STM0591,siderophore-dependent iron import into cell
5445,STM0591,transmembrane transporter activity
5446,STM1324,kinase activity
5449,STM1387,DNA-binding transcription activator activity
5450,STM1387,phosphorelay response regulator activity
5451,STM1387,protein-DNA complex
5452,STM1387,transcription regulatory region sequence-specific DNA binding
5453,STM1387,cytosol
5454,STM1449,cytosol
5455,STM1449,tyrosine-tRNA ligase activity
5456,STM1449,tRNA aminoacylation
5457,STM1481,transmembrane transport
5478,STM1567,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
5479,STM1567,alcohol dehydrogenase (NAD+) activity
5480,STM1567,acetaldehyde catabolic process
5481,STM1591,plasma membrane
5482,STM1653,choline transmembrane transporter activity
5483,STM1653,transmembrane transport
5484,STM1653,integral component of plasma membrane
5485,STM1653,amino-acid betaine transmembrane transporter activity
5486,STM1653,antiporter activity
5487,STM1653,choline transport
5488,STM1653,transmembrane transporter activity
5489,STM1653,glycine betaine transport
5490,STM1708,cell division
5491,STM1710,plasma membrane
5492,STM1717,oxidoreductase activity
5493,STM1717,oxidation-reduction process
5494,STM1717,cytosol
5495,STM1748,integral component of plasma membrane
5496,STM1750,thymidine kinase activity
5497,STM1750,cytosol
5498,STM1750,thymidine metabolic process
5499,STM1753,transcription regulatory region sequence-specific DNA binding
5500,STM1753,DNA-binding transcription activator activity
5501,STM1753,phosphorelay response regulator activity
5502,STM1753,protein-DNA complex
5503,STM1753,cytosol
5504,STM1769,cytosol
5505,STM1784,ATPase activity
5506,STM1784,cytoplasm
5507,STM1789,cellular protein modification process
5508,STM1789,endopeptidase activity
5509,STM1789,protein processing
5510,STM1812,acetylpyruvate hydrolase activity
5511,STM1819,outer membrane
5512,STM1821,DNA helicase activity
5513,STM1831,phosphoenolpyruvate-dependent sugar phosphotransferase system
5514,STM1831,integral component of plasma membrane
5515,STM0122,integral component of plasma membrane
5516,STM0122,cell wall organization
5517,STM0122,penicillin binding
5518,STM1878,"DNA polymerase III, core complex"
5519,STM1878,3'-5' exonuclease activity
5520,STM1878,DNA replication proofreading
5521,STM1878,cytosol
5522,STM1932,ferroxidase activity
5523,STM1932,cytosol
5524,STM1932,ferrous iron binding
5525,STM1932,cytoplasm
5526,STM1932,intracellular sequestering of iron ion
5527,STM1932,ferric iron binding
5528,STM1945,plasma membrane
5529,STM1945,glycerophospholipid biosynthetic process
5530,STM1952,L-cystine transport
5531,STM1952,amino acid transport
5532,STM1952,L-cystine transmembrane transporter activity
5533,STM1952,plasma membrane
5534,STM2069,"regulation of transcription, DNA-templated"
5535,STM2069,transcription regulatory region sequence-specific DNA binding
5536,STM2669,prephenate dehydrogenase (NAD+) activity
5537,STM2669,oxidation-reduction process
5538,STM2669,tyrosine biosynthetic process
5539,STM2669,NAD+ binding
5540,STM2679,plasma membrane
5541,STM2681,adenyl-nucleotide exchange factor activity
5542,STM2681,cytosol
5543,STM2681,unfolded protein binding
5548,STM2687,negative regulation of translational initiation
5549,STM2687,ribosomal large subunit binding
5550,STM2813,"negative regulation of transcription, DNA-templated"
5551,STM2813,transcription regulatory region sequence-specific DNA binding
5552,STM2820,sugar-phosphatase activity
5553,STM2820,beta-phosphoglucomutase activity
5554,STM2831,lytic transglycosylase activity
5555,STM2831,peptidoglycan catabolic process
5556,STM2848,plasma membrane respiratory chain complex I
5557,STM2848,NADH dehydrogenase activity
5558,STM2848,aerobic respiration
5559,STM2856,iron ion binding
5560,STM2856,carbon dioxide binding
5561,STM2856,protein maturation
5562,STM2136,cytosol
5563,STM2142,organic substance transport
5564,STM2142,cytidine transmembrane transporter activity
5565,STM2142,uridine transmembrane transporter activity
5566,STM2142,integral component of plasma membrane
5567,STM2145,"negative regulation of transcription, DNA-templated"
5568,STM2152,pilus
5569,STM2152,cell adhesion involved in single-species biofilm formation
5570,STM2152,pilus organization
5571,STM2916,pentose catabolic process
5572,STM2916,cytosol
5573,STM2916,aldehyde-lyase activity
5574,STM2170,plasma membrane
5575,STM2949,"6-carboxy-5,6,7,8-tetrahydropterin synthase activity"
5576,STM2177,acetylpyruvate hydrolase activity
5577,STM2180,protein-DNA complex
5578,STM2180,"regulation of transcription, DNA-templated"
5579,STM2180,DNA-binding transcription factor activity
5580,STM2180,bacterial-type cis-regulatory region sequence-specific DNA binding
5581,STM2982,DNA-binding transcription factor activity
5582,STM2982,sequence-specific DNA binding
5583,STM2982,"transcription, DNA-templated"
5584,STM2205,cytosol
5585,STM2205,1-phosphofructokinase activity
5586,STM2205,phosphofructokinase activity
5587,STM3006,plasma membrane
5588,STM2224,translation
5589,STM2224,5S rRNA binding
5590,STM2224,cytosolic large ribosomal subunit
5597,STM3065,cellular response to DNA damage stimulus
5598,STM3065,integral component of external side of plasma membrane
5599,STM3816,heme transport
5600,STM3816,intrinsic component of the cytoplasmic side of the plasma membrane
5601,STM2256,anaerobic respiration
5602,STM2260,signal sequence binding
5603,STM2260,negative regulation of protein transport
5604,STM2260,cytoplasm
5605,STM2290,plasma membrane
5606,STM2290,transmembrane transporter activity
5607,STM2290,intrinsic component of membrane
5608,STM3106,periplasmic space
5609,STM3106,asparaginase activity
5610,STM3106,asparagine catabolic process
5611,STM2307,menaquinone biosynthetic process
5612,STM2307,cytosol
5613,STM2307,"1,4-dihydroxy-2-naphthoyl-CoA synthase activity"
5614,STM3128,oxidoreductase activity
5615,STM3128,cytoplasm
5616,STM2319,plasma membrane respiratory chain complex I
5617,STM2319,NADH dehydrogenase complex
5618,STM2319,NADH dehydrogenase (ubiquinone) activity
5619,STM2321,plasma membrane respiratory chain complex I
5620,STM2321,aerobic respiration
5621,STM2321,NADH dehydrogenase activity
5622,STM2327,plasma membrane respiratory chain complex I
5623,STM2327,aerobic respiration
5624,STM2327,electron transport coupled proton transport
5625,STM2327,NADH dehydrogenase (ubiquinone) activity
5626,STM2328,plasma membrane respiratory chain complex I
5627,STM2328,NADH dehydrogenase complex
5628,STM2328,NADH dehydrogenase (ubiquinone) activity
5629,STM3150,membrane
5630,STM3150,anaerobic respiration
5631,STM3150,[Ni-Fe] hydrogenase complex
5632,STM3150,electron transfer activity
5633,STM3158,integral component of plasma membrane
5634,STM2339,plasma membrane
5635,STM3180,catalytic activity
5636,STM3180,oxidoreductase activity
5637,STM3180,cytosol
5638,STM3185,ribose phosphate metabolic process
5639,STM3185,ADP-sugar diphosphatase activity
5640,STM3185,cytosol
5641,STM3185,nucleoside phosphate metabolic process
5642,STM3188,ligase activity
5646,STM2378,cytosol
5647,STM2378,fatty acid biosynthetic process
5648,STM2378,3-oxoacyl-[acyl-carrier-protein] synthase activity
5649,STM2390,cytosol
5650,STM2392,intermembrane phospholipid transfer
5651,STM3234,plasma membrane
5652,STM3249,cytoplasm
5653,STM3249,aldehyde-lyase activity
5654,STM2446,heme binding
5655,STM2446,peroxidase activity
5656,STM2446,cytosol
5657,STM3267,response to osmotic stress
5658,STM3267,outer membrane-bounded periplasmic space
5662,STM3272,"transferase activity, transferring acyl groups other than amino-acyl groups"
5663,STM2493,transmembrane transport
5667,STM3293,plasma membrane
5668,STM3293,intracellular protein transmembrane transport
5669,STM3293,protein transport by the Sec complex
5675,STM3304,structural constituent of ribosome
5676,STM3305,prenyltransferase activity
5677,STM3305,isoprenoid biosynthetic process
5678,STM2521,protein-containing complex
5679,STM2521,integral component of external side of plasma membrane
5680,STM2537,ferrous iron binding
5681,STM2537,iron-sulfur cluster assembly
5682,STM2537,cytosol
5683,STM3311,phospholipid transporter activity
5684,STM3311,phospholipid binding
5685,STM4299,transporter activity
5686,STM4299,integral component of plasma membrane
5687,STM4299,organic substance transport
5689,STM4593,fimbrial usher porin activity
5690,STM4593,cell outer membrane
5691,STM4593,pilus assembly
5692,STM3743,tRNA (guanosine-2'-O-)-methyltransferase activity
5693,STM3743,tRNA guanine ribose methylation
5694,STM3860,peptide transport
5695,STM3860,outer membrane-bounded periplasmic space
5696,STM3860,peptide transmembrane transporter activity
5697,STM3171,transmembrane transporter activity
5698,STM3171,plasma membrane
5699,STM3904,hydro-lyase activity
5700,STM3904,cytosol
5701,STM4168,single-stranded RNA binding
5702,STM4168,deoxyribonuclease V activity
5703,STM4168,"endoribonuclease activity, producing 5'-phosphomonoesters"
5704,STM3870,ATP synthesis coupled proton transport
5705,STM3870,"proton-transporting ATP synthase complex, coupling factor F(o)"
5706,STM3870,"proton-transporting ATP synthase activity, rotational mechanism"
5707,STM2408,cellular response to iron ion
5708,STM2408,manganese ion transmembrane transporter activity
5709,STM2408,cadmium ion transmembrane transporter activity
5710,STM4473,N-acetyltransferase activity
5711,STM4469,arginine biosynthetic process via ornithine
5712,STM4469,citrulline biosynthetic process
5713,STM4469,ornithine carbamoyltransferase activity
5714,STM1511,cytosol
5715,STM1511,fatty acid elongation
5716,STM2826,cytosol
5717,STM2826,negative regulation of translational initiation
5718,STM2826,mRNA 5'-UTR binding
5719,STM2436,transaminase activity
5720,STM2436,alpha-amino acid metabolic process
5721,STM2439,peptidoglycan biosynthetic process
5722,STM2439,penicillin binding
5723,STM2439,response to antibiotic
5724,STM2439,peptidoglycan glycosyltransferase activity
5727,STM2807,deoxyribonucleotide biosynthetic process
5728,STM2807,ribonucleoside-diphosphate reductase complex
5729,STM2807,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
5730,STM2807,ATP binding
5731,STM0863,endopeptidase activity
5732,STM0637,endopeptidase activity
5733,STM0624,cellular protein modification process
5734,STM0624,[citrate (pro-3S)-lyase] ligase activity
5738,STM0781,outer membrane-bounded periplasmic space
5739,STM0533,cytosol
5740,STM0532,arginine deiminase pathway
5741,STM0532,cytosol
5742,STM0532,carbamate kinase activity
5745,STM0014,"regulation of transcription, DNA-templated"
5746,STM1688,plasma membrane
5747,STM1524,succinate-semialdehyde dehydrogenase (NAD+) activity
5748,STM1213,transcription regulatory region sequence-specific DNA binding
5749,STM1213,DNA-binding transcription factor activity
5750,STM1213,"regulation of transcription, DNA-templated"
5751,STM1204,cell outer membrane
5752,STM1204,siderophore uptake transmembrane transporter activity
5753,STM1330,endonuclease activity
5754,STM3141,outer membrane-bounded periplasmic space
5755,STM3102,cytoplasm
5761,STM2832,phosphoenolpyruvate-dependent sugar phosphotransferase system
5765,STM3111,cellular response to oxidative stress
5766,STM3111,cytosol
5767,STM0955,cytoplasm
5768,STM0955,leucyltransferase activity
5769,STM2059,cytosol
5770,STM1150,beta-glucan biosynthetic process
5771,STM1150,outer membrane-bounded periplasmic space
5772,STM0636,cytosol
5776,STM0424,cytosol
5777,STM0424,exodeoxyribonuclease VII activity
5778,STM2122,kinase activity
5779,STM1721,5'-3' exodeoxyribonuclease activity
5780,STM1721,5'-3' exoribonuclease activity
5781,STM1337,phenylalanine-tRNA ligase activity
5782,STM1337,cytoplasm
5783,STM1337,phenylalanyl-tRNA aminoacylation
5787,STM0711,cytoplasm
5791,STM1899,cytosol
5793,STM3441,structural constituent of ribosome
5794,STM3441,small ribosomal subunit
5795,STM2226,bacterial nucleoid
5796,STM2226,single-stranded RNA binding
5797,STM2226,double-stranded DNA binding
5798,STM1378,cytosol
5799,STM1378,glycolytic process
5800,STM1378,cytoplasm
5801,STM1378,pyruvate kinase activity
5802,STM2440,pyridoxal phosphate binding
5803,STM2440,cytoplasm
5804,STM2440,L-cysteine desulfhydrase activity
5805,STM3699,serine O-acetyltransferase activity
5806,STM3699,cytosol
5813,STM3594,peptide metabolic process
5814,STM3594,metalloendopeptidase activity
5815,STM3594,proteolysis
5816,STM1512,carboxypeptidase activity
5817,STM1512,metallopeptidase activity
5818,STM1512,outer membrane-bounded periplasmic space
5819,STM1512,proteolysis
5820,STM1512,cytosol
5821,STM4046,rhamnose catabolic process
5822,STM4046,L-lyxose metabolic process
5823,STM4046,L-rhamnose isomerase activity
5824,STM4047,rhamnose catabolic process
5825,STM3836,double-strand break repair
5826,STM3836,DNA synthesis involved in DNA repair
5827,STM3040,tRNA binding
5828,STM3040,lysyl-tRNA aminoacylation
5829,STM3040,cytosol
5830,STM3040,lysine-tRNA ligase activity
5837,STM3428,structural constituent of ribosome
5838,STM3428,ribosomal large subunit assembly
5839,STM3428,cytosolic large ribosomal subunit
5840,STM3428,RNA binding
5841,STM3919,plasma membrane
